# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
256                     	smoothSolver	1.3787807810826030e-02	1.0893635348231681e-03	7	3.9525904693978001e-02	3.5883823800876521e-03	7	false	smoothSolver	8.4038352921908515e-03	7.4189274249405297e-04	4	true	smoothSolver	1.5350210807353349e-04	1.3988420503235130e-05	2	true	GAMG	1.8003714082187840e-02	1.5208008128981330e-03	3	true
257                     	smoothSolver	1.3839346674659060e-02	1.0912856809047410e-03	7	3.9358830175281398e-02	3.5799258794540221e-03	7	false	smoothSolver	8.4168827630921629e-03	7.4221066124881242e-04	4	true	smoothSolver	1.5190062461931949e-04	1.4520239329115701e-05	2	true	GAMG	1.8000317474105239e-02	1.5110928794826149e-03	3	true
258                     	smoothSolver	1.3872023850322540e-02	1.0913206144906339e-03	7	3.9164742007267751e-02	3.5703509680318881e-03	7	false	smoothSolver	8.3879636164137482e-03	7.3869935500986200e-04	4	true	smoothSolver	1.5390335983077631e-04	1.3626021873893089e-05	2	true	GAMG	1.7944815363996561e-02	1.4951805542018810e-03	3	true
259                     	smoothSolver	1.3873052061408059e-02	1.0900531278572969e-03	7	3.8959945542018273e-02	3.5604392796102888e-03	7	false	smoothSolver	8.3742438932378187e-03	7.3995818062362975e-04	4	true	smoothSolver	1.4916377011125540e-04	1.3625470061249581e-05	2	true	GAMG	1.7868596126379449e-02	1.4759800636836330e-03	3	true
260                     	smoothSolver	1.3851061322221050e-02	1.0867143816008589e-03	7	3.8742226966773277e-02	3.5503907085227470e-03	7	false	smoothSolver	8.3228567299515836e-03	7.3665610553703259e-04	4	true	smoothSolver	1.4840066926130019e-04	1.3158946175367531e-05	2	true	GAMG	1.7766815472364431e-02	1.4513843059851201e-03	3	true
261                     	smoothSolver	1.3798771608981880e-02	1.0814035864500540e-03	7	3.8548162443024413e-02	3.5378764199294060e-03	7	false	smoothSolver	8.2579174688848182e-03	7.3102455503839528e-04	4	true	smoothSolver	1.4773543490692739e-04	1.2962074462170231e-05	2	true	GAMG	1.7647704060491369e-02	1.4368622223253451e-03	3	true
262                     	smoothSolver	1.3720131381910181e-02	1.0743482464030899e-03	7	3.8420256470139157e-02	3.5259114550566218e-03	7	false	smoothSolver	8.1429994309858873e-03	7.1995559347174352e-04	4	true	smoothSolver	1.4628574953186150e-04	1.2681452717581320e-05	2	true	GAMG	1.7532864542309758e-02	1.4532338711935439e-03	3	true
263                     	smoothSolver	1.3632748108265860e-02	1.0676315804608811e-03	7	3.8365659468832067e-02	3.5182398176045329e-03	7	false	smoothSolver	8.0557481413540497e-03	7.0765558415797022e-04	4	true	smoothSolver	1.4396355235947201e-04	1.2487735748510760e-05	2	true	GAMG	1.7469529247173869e-02	1.4813095536552890e-03	3	true
264                     	smoothSolver	1.3563133104052039e-02	1.0644901232484860e-03	7	3.8303791495916513e-02	3.5069875285228462e-03	7	false	smoothSolver	7.9568059241697728e-03	6.9745182944292458e-04	4	true	smoothSolver	1.4272567707169110e-04	1.2681917676628559e-05	2	true	GAMG	1.7460002352932661e-02	1.5062011934179260e-03	3	true
265                     	smoothSolver	1.3562363025075620e-02	1.0665370481721371e-03	7	3.8237392337343183e-02	3.4929625441098731e-03	7	false	smoothSolver	7.8776739583039761e-03	6.8812567836882047e-04	4	true	smoothSolver	1.4432887635463821e-04	1.2366934711577500e-05	2	true	GAMG	1.7622753396088011e-02	1.5249491188623770e-03	3	true
266                     	smoothSolver	1.3630283601686360e-02	1.0724683186261750e-03	7	3.8189975491437718e-02	3.4787517468422612e-03	7	false	smoothSolver	7.8263774595764158e-03	6.8196627056998872e-04	4	true	smoothSolver	1.4484829696500190e-04	1.2790883154446510e-05	2	true	GAMG	1.7859450309310541e-02	1.5425777346881821e-03	3	true
267                     	smoothSolver	1.3744132618376590e-02	1.0819058133656420e-03	7	3.8209663241556092e-02	3.4695031048922252e-03	7	false	smoothSolver	7.7760441587400551e-03	6.7395124032069834e-04	4	true	smoothSolver	1.4444656354930770e-04	1.2617588469754571e-05	2	true	GAMG	1.8087353161585419e-02	1.5615603373343300e-03	3	true
268                     	smoothSolver	1.3876967345932420e-02	1.0936932091501960e-03	7	3.8311753326022831e-02	3.4710937272293099e-03	7	false	smoothSolver	7.7543844857518524e-03	6.6651978383941153e-04	4	true	smoothSolver	1.4501410910257531e-04	1.2595924145394499e-05	2	true	GAMG	1.8272937235312800e-02	1.5753262700157931e-03	3	true
269                     	smoothSolver	1.4006558730600440e-02	1.1069593826970041e-03	7	3.8562623440960619e-02	3.4954701513120979e-03	7	false	smoothSolver	7.7600046132954119e-03	6.6835430743143666e-04	4	true	smoothSolver	1.4621628051587730e-04	1.2542767321361099e-05	2	true	GAMG	1.8434446378037490e-02	1.5831819908650321e-03	3	true
270                     	smoothSolver	1.4142882066596840e-02	1.1217281597154830e-03	7	3.8930003611708688e-02	3.5322874471758170e-03	7	false	smoothSolver	7.7775182981719322e-03	6.7039508043874329e-04	4	true	smoothSolver	1.4590961097304630e-04	1.2842319911951430e-05	2	true	GAMG	1.8593370605407500e-02	1.5666037728677971e-03	3	true
271                     	smoothSolver	1.4277347415387210e-02	1.1362457174484200e-03	7	3.9283537221469357e-02	3.5710798612863391e-03	7	false	smoothSolver	7.8163315965301249e-03	6.7801230856217524e-04	4	true	smoothSolver	1.4486579592297549e-04	1.2650748038011420e-05	2	true	GAMG	1.8742386410172122e-02	1.5377106292244059e-03	3	true
272                     	smoothSolver	1.4383378733102340e-02	1.1473666806829071e-03	7	3.9580773894380347e-02	3.6079971195583410e-03	7	false	smoothSolver	7.8147434160037964e-03	6.8910112399076906e-04	4	true	smoothSolver	1.4442788830451600e-04	1.2418164287095980e-05	2	true	GAMG	1.8872050527983190e-02	1.5219303513047419e-03	3	true
273                     	smoothSolver	1.4436233341329940e-02	1.1529230232032439e-03	7	3.9776765611053630e-02	3.6361052973314812e-03	7	false	smoothSolver	7.8181405007696353e-03	6.9590916361069637e-04	4	true	smoothSolver	1.4188468860575399e-04	1.2365212499937120e-05	2	true	GAMG	1.8948143752767259e-02	1.5113289176596401e-03	3	true
274                     	smoothSolver	1.4426456955319999e-02	1.1529790914073120e-03	7	3.9855947919301409e-02	3.6542043335513969e-03	7	false	smoothSolver	7.8065103583188607e-03	7.0473894556148187e-04	4	true	smoothSolver	1.4296952157860890e-04	1.2309988322226369e-05	2	true	GAMG	1.8794911273321360e-02	1.4750022140569540e-03	3	true
275                     	smoothSolver	1.4353934688639569e-02	1.1477137952163280e-03	7	3.9836057061066271e-02	3.6618856397935078e-03	7	false	smoothSolver	7.7817271347492981e-03	7.0481118280437750e-04	4	true	smoothSolver	1.4257579651494621e-04	1.2442288394574950e-05	2	true	GAMG	1.8533560830592929e-02	1.4240496620555991e-03	3	true
276                     	smoothSolver	1.4237825534994321e-02	1.1385285797154310e-03	7	3.9737053026414788e-02	3.6613106401867709e-03	7	false	smoothSolver	7.7562850865765627e-03	7.1221571033197541e-04	4	true	smoothSolver	1.3460571107988339e-04	1.2070506654451999e-05	2	true	GAMG	1.8208791780616379e-02	1.3843802613303601e-03	3	true
277                     	smoothSolver	1.4098626287454790e-02	1.1275193337203220e-03	7	3.9646399629243080e-02	3.6553767483299810e-03	7	false	smoothSolver	7.7171590816153390e-03	7.1272743039657084e-04	4	true	smoothSolver	1.2922323800856111e-04	1.1937892135609520e-05	2	true	GAMG	1.7858310271084470e-02	1.3689169650826171e-03	3	true
278                     	smoothSolver	1.3963246587870281e-02	1.1166811985239260e-03	7	3.9594392354340487e-02	3.6515726603019490e-03	7	false	smoothSolver	7.6883408178528420e-03	7.1211746460864817e-04	4	true	smoothSolver	1.2625354739768829e-04	1.1844850740223281e-05	2	true	GAMG	1.7551570159896220e-02	1.3619841631040020e-03	3	true
279                     	smoothSolver	1.3845696190442149e-02	1.1090693460041330e-03	7	3.9554992081363073e-02	3.6439630751934730e-03	7	false	smoothSolver	7.6508862754595761e-03	7.1633534484904734e-04	4	true	smoothSolver	1.2416221645483611e-04	1.1648523741700201e-05	2	true	GAMG	1.7355327420189859e-02	1.3576951367410171e-03	3	true
280                     	smoothSolver	1.3747971825688860e-02	1.1046896470941481e-03	7	3.9471371459680930e-02	3.6283267961625290e-03	7	false	smoothSolver	7.6290529128176738e-03	7.1641303514456852e-04	4	true	smoothSolver	1.2327444245394760e-04	1.1740500297012661e-05	2	true	GAMG	1.7225001240764540e-02	1.3612524174424010e-03	3	true
281                     	smoothSolver	1.3687876126207669e-02	1.1026348669114011e-03	7	3.9347436459936748e-02	3.6059409338500808e-03	7	false	smoothSolver	7.6517695994818896e-03	7.2261167316296001e-04	4	true	smoothSolver	1.2373941432140299e-04	1.2157046364318271e-05	2	true	GAMG	1.7239522901779259e-02	1.3940328498049221e-03	3	true
282                     	smoothSolver	1.3660553368621190e-02	1.1025979877999281e-03	7	3.9206963617948398e-02	3.5816986512923342e-03	7	false	smoothSolver	7.6684704189848218e-03	7.2236074701202788e-04	4	true	smoothSolver	1.2482797544462640e-04	1.2215048500597570e-05	2	true	GAMG	1.7334254208157551e-02	1.4216693507810810e-03	3	true
283                     	smoothSolver	1.3654814424496040e-02	1.1048286393492231e-03	7	3.9046846609056718e-02	3.5592249350980759e-03	7	false	smoothSolver	7.7245363438108259e-03	7.2668682870662268e-04	4	true	smoothSolver	1.2675096661746239e-04	1.2534538486465479e-05	2	true	GAMG	1.7451858063110209e-02	1.4530871407754931e-03	3	true
284                     	smoothSolver	1.3662601891109190e-02	1.1089391876260830e-03	7	3.8900731815546492e-02	3.5414027891154912e-03	7	false	smoothSolver	7.7742738270787804e-03	7.3003550099990115e-04	4	true	smoothSolver	1.2755157676146891e-04	6.4623973164163643e-06	3	true	GAMG	1.7509238681938689e-02	1.4896878507612290e-03	3	true
285                     	smoothSolver	1.3700955096670230e-02	1.1138564163358619e-03	7	3.8806397669511702e-02	3.5315927647222808e-03	7	false	smoothSolver	7.8469736461386566e-03	7.3777383790772514e-04	4	true	smoothSolver	1.2837957545937121e-04	1.2364603301445939e-05	2	true	GAMG	1.7505455403601780e-02	1.5162603528168421e-03	3	true
286                     	smoothSolver	1.3743952575576949e-02	1.1182154314023350e-03	7	3.8725822980059978e-02	3.5262617027763928e-03	7	false	smoothSolver	7.8805201882950239e-03	7.4396580067694659e-04	4	true	smoothSolver	1.2764159358801921e-04	1.2489565223212871e-05	2	true	GAMG	1.7472867301961331e-02	1.5112135426795909e-03	3	true
287                     	smoothSolver	1.3788423377361980e-02	1.1225936140831520e-03	7	3.8623334479002458e-02	3.5224582945891018e-03	7	false	smoothSolver	7.9261029041363430e-03	7.4707529255620673e-04	4	true	smoothSolver	1.2699295800927519e-04	1.2487801369535520e-05	2	true	GAMG	1.7330938220044379e-02	1.4879062727511760e-03	3	true
288                     	smoothSolver	1.3838892097351440e-02	1.1251108510977239e-03	7	3.8455586867659791e-02	3.5152785110610929e-03	7	false	smoothSolver	7.9508066049681081e-03	7.4814339769430701e-04	4	true	smoothSolver	1.2763275756980149e-04	1.2601209858701101e-05	2	true	GAMG	1.7141033442629822e-02	1.4634241901151409e-03	3	true
289                     	smoothSolver	1.3866611998692640e-02	1.1255231204498879e-03	7	3.8240393162491587e-02	3.5046561063102090e-03	7	false	smoothSolver	7.9243049101064608e-03	7.4977393041611494e-04	4	true	smoothSolver	1.2647795571192670e-04	1.2436591667858139e-05	2	true	GAMG	1.6877290035309529e-02	1.4303385154388400e-03	3	true
290                     	smoothSolver	1.3863162648242330e-02	1.1240863258256220e-03	7	3.7959593954475492e-02	3.4904346570514711e-03	7	false	smoothSolver	7.9191015256747117e-03	7.5192720654237478e-04	4	true	smoothSolver	1.2592093574110340e-04	1.2162939954051379e-05	2	true	GAMG	1.6587030480701960e-02	1.3876110575998461e-03	3	true
291                     	smoothSolver	1.3816623553917089e-02	1.1194275245830310e-03	7	3.7640576435803548e-02	3.4729364217353071e-03	7	false	smoothSolver	7.8855545347713968e-03	7.5588188214663289e-04	4	true	smoothSolver	1.2794501817149851e-04	1.2157617329639921e-05	2	true	GAMG	1.6242196056272189e-02	1.3532855162307260e-03	3	true
292                     	smoothSolver	1.3730110117207140e-02	1.1112540396369581e-03	7	3.7329334570637397e-02	3.4535379769355030e-03	7	false	smoothSolver	7.8024701991016403e-03	7.5387298335813640e-04	4	true	smoothSolver	1.2907767037789969e-04	1.2196004005410149e-05	2	true	GAMG	1.5930372211450890e-02	1.3263922899518609e-03	3	true
293                     	smoothSolver	1.3603409535205960e-02	1.1007330142111451e-03	7	3.7056660775140443e-02	3.4360574152730800e-03	7	false	smoothSolver	7.7142151872117929e-03	7.4176817111130217e-04	4	true	smoothSolver	1.2245412955988621e-04	1.1304126402008910e-05	2	true	GAMG	1.5584290951155041e-02	1.3304357215090099e-03	3	true
294                     	smoothSolver	1.3461548632539870e-02	1.0894543211847089e-03	7	3.6887403414099497e-02	3.4254418369378081e-03	7	false	smoothSolver	7.6428889350026036e-03	7.3940260624706579e-04	4	true	smoothSolver	1.2034773717544510e-04	1.1317341836111060e-05	2	true	GAMG	1.5228771981353740e-02	1.3369599368915350e-03	3	true
295                     	smoothSolver	1.3325063897333371e-02	1.0811578999699130e-03	7	3.6782908209109302e-02	3.4177234386223161e-03	7	false	smoothSolver	7.5428247602498631e-03	7.3715005977226646e-04	4	true	smoothSolver	1.2033090531249111e-04	1.0906389645618180e-05	2	true	GAMG	1.4909247421808229e-02	1.3369222946629309e-03	3	true
296                     	smoothSolver	1.3220444632878090e-02	1.0766846571346740e-03	7	3.6685403689988370e-02	3.4085555112742159e-03	7	false	smoothSolver	7.4276996538257126e-03	7.1903862861782096e-04	4	true	smoothSolver	1.2013152070074810e-04	1.0997641669865540e-05	2	true	GAMG	1.4744476837001180e-02	1.3420246207583050e-03	3	true
297                     	smoothSolver	1.3164348124278460e-02	1.0740063564320509e-03	7	3.6620525179282527e-02	3.3997004595376929e-03	7	false	smoothSolver	7.3605668557864250e-03	7.1706642935505556e-04	4	true	smoothSolver	1.2068691640089181e-04	1.1102397873355971e-05	2	true	GAMG	1.4677852179626191e-02	1.3497982722680739e-03	3	true
298                     	smoothSolver	1.3169970837225551e-02	1.0753374055309909e-03	7	3.6604719980498877e-02	3.3935514441953739e-03	7	false	smoothSolver	7.3122691610958543e-03	7.0880300203004793e-04	4	true	smoothSolver	1.2119291518479180e-04	1.1378296582625760e-05	2	true	GAMG	1.4708457761683559e-02	1.3518613139084760e-03	3	true
299                     	smoothSolver	1.3218331366612140e-02	1.0802387541983391e-03	7	3.6668224991944158e-02	3.3954311027592321e-03	7	false	smoothSolver	7.2679007951620923e-03	6.9791702194573846e-04	4	true	smoothSolver	1.2220971982447731e-04	1.1025818135560000e-05	2	true	GAMG	1.4763853250820760e-02	1.3582319781068040e-03	3	true
300                     	smoothSolver	1.3289271421270329e-02	1.0887280876412391e-03	7	3.6827592810902303e-02	3.4135491536145431e-03	7	false	smoothSolver	7.2500657604300696e-03	6.9748721352230227e-04	4	true	smoothSolver	1.2305490289662440e-04	1.1208606370515560e-05	2	true	GAMG	1.4824510049781031e-02	1.3580216750946519e-03	3	true
301                     	smoothSolver	1.3391192034261659e-02	1.0996927387328711e-03	7	3.7103558715783719e-02	3.4449878994099120e-03	7	false	smoothSolver	7.2476289940976860e-03	6.9902068917108854e-04	4	true	smoothSolver	1.2567661331769369e-04	1.1222330501778230e-05	2	true	GAMG	1.4870215596956560e-02	1.3387587438044211e-03	3	true
302                     	smoothSolver	1.3510851829810461e-02	1.1113800264652420e-03	7	3.7414760160577369e-02	3.4784962529832682e-03	7	false	smoothSolver	7.2533650476212632e-03	7.0014986982604058e-04	4	true	smoothSolver	1.2484519719338499e-04	1.1352052417285860e-05	2	true	GAMG	1.4905998598269099e-02	1.3087165057318641e-03	3	true
303                     	smoothSolver	1.3618604428770499e-02	1.1214154166748801e-03	7	3.7712711777605483e-02	3.5125781823973409e-03	7	false	smoothSolver	7.2719314924959994e-03	7.0468645237463986e-04	4	true	smoothSolver	1.2495961084134989e-04	1.1074090402227470e-05	2	true	GAMG	1.4894271848218820e-02	1.2833453335103289e-03	3	true
304                     	smoothSolver	1.3697916368143060e-02	1.1283197571828490e-03	7	3.7986460801969317e-02	3.5434997187636240e-03	7	false	smoothSolver	7.2929024455824810e-03	7.1086763827575756e-04	4	true	smoothSolver	1.2287675941184689e-04	1.1172690044508761e-05	2	true	GAMG	1.4870556971877060e-02	1.2671276452781619e-03	3	true
305                     	smoothSolver	1.3733774602971120e-02	1.1310154015164971e-03	7	3.8209166222676692e-02	3.5694667024467122e-03	7	false	smoothSolver	7.3010028745028894e-03	7.1589726790213045e-04	4	true	smoothSolver	1.2392835863656501e-04	1.0937795644538390e-05	2	true	GAMG	1.4792275214070770e-02	1.2437802165389800e-03	3	true
306                     	smoothSolver	1.3718482362572120e-02	1.1292297862064841e-03	7	3.8365602113291333e-02	3.5890091986811000e-03	7	false	smoothSolver	7.2949732611982919e-03	7.1745841337861609e-04	4	true	smoothSolver	1.2161693759631920e-04	1.0978389095924929e-05	2	true	GAMG	1.4665389031752570e-02	1.2004543453349469e-03	3	true
307                     	smoothSolver	1.3658465390734410e-02	1.1238774798054401e-03	7	3.8458367945770101e-02	3.6008237984186068e-03	7	false	smoothSolver	7.2993386456324883e-03	7.1741254759017791e-04	4	true	smoothSolver	1.1890615537327050e-04	1.0748450221000270e-05	2	true	GAMG	1.4513740064347431e-02	1.1663646338341521e-03	3	true
308                     	smoothSolver	1.3574707013836061e-02	1.1166787305542021e-03	7	3.8549743290646497e-02	3.6081553332098630e-03	7	false	smoothSolver	7.3137466781901103e-03	7.1557756273718531e-04	4	true	smoothSolver	1.1829056586659569e-04	1.0848768273977831e-05	2	true	GAMG	1.4270122343108940e-02	1.1534861292632509e-03	3	true
309                     	smoothSolver	1.3488875192342230e-02	1.1093522975710529e-03	7	3.8681988148422733e-02	3.6163958189108620e-03	7	false	smoothSolver	7.3148865139795261e-03	7.1773633544701810e-04	4	true	smoothSolver	1.1788551215283380e-04	1.0801961774061741e-05	2	true	GAMG	1.4106128040679480e-02	1.1569970181641749e-03	3	true
310                     	smoothSolver	1.3419681427906619e-02	1.1029278474994800e-03	7	3.8787251459153807e-02	3.6201894201077318e-03	7	false	smoothSolver	7.3270989899610357e-03	7.1617953993336034e-04	4	true	smoothSolver	1.1667954787140180e-04	1.0860875052875030e-05	2	true	GAMG	1.4048700572263271e-02	1.1709209562150531e-03	3	true
