# Solver information    
# Time                  	U_solver                	Ux_initial              	Ux_final                	Ux_iters                	Uz_initial              	Uz_final                	Uz_iters                	U_converged             	k_solver                	k_initial               	k_final                 	k_iters                 	k_converged             	omega_solver            	omega_initial           	omega_final             	omega_iters             	omega_converged         	p_solver                	p_initial               	p_final                 	p_iters                 	p_converged             
507                     	smoothSolver	1.4396380988761691e-02	1.1821392295733081e-03	7	4.1364274773474492e-02	3.8167231989414711e-03	7	false	smoothSolver	7.9503770021236465e-03	5.2278166424817247e-04	5	true	smoothSolver	1.1094357897497270e-04	5.8511167065738106e-06	3	true	GAMG	1.5523575314867869e-02	1.4206429603261981e-03	3	true
508                     	smoothSolver	1.4468482424238781e-02	1.1883096375165300e-03	7	4.1261697489001103e-02	3.8054173157080701e-03	7	false	smoothSolver	7.9430122390663944e-03	7.9074009234531733e-04	4	true	smoothSolver	1.1174366519352890e-04	5.8054786970912549e-06	3	true	GAMG	1.5668155936888091e-02	1.4380355464835930e-03	3	true
509                     	smoothSolver	1.4531033507590999e-02	1.1940871819576680e-03	7	4.1192962024278537e-02	3.7997420875008560e-03	7	false	smoothSolver	8.0130850926807082e-03	7.9822824992492917e-04	4	true	smoothSolver	1.1198722588649700e-04	5.8045564340053063e-06	3	true	GAMG	1.5669762156856601e-02	1.4370365773119871e-03	3	true
510                     	smoothSolver	1.4587550103381620e-02	1.2004365380381839e-03	7	4.1089788015754879e-02	3.7936820509366100e-03	7	false	smoothSolver	8.0539549659741239e-03	8.0233929625551567e-04	4	true	smoothSolver	1.1140459042905220e-04	5.7309515658758026e-06	3	true	GAMG	1.5647923151850939e-02	1.4250927241417619e-03	3	true
511                     	smoothSolver	1.4632451474084870e-02	1.2049851107935280e-03	7	4.0964016322689832e-02	3.7861213346633399e-03	7	false	smoothSolver	8.0799802220976377e-03	8.0487990369073020e-04	4	true	smoothSolver	1.1906414638827810e-04	1.1425822035914150e-05	2	true	GAMG	1.5546129755135450e-02	1.4025726420422650e-03	3	true
512                     	smoothSolver	1.4636470798652700e-02	1.2061269748062280e-03	7	4.0775687197865132e-02	3.7765862807652970e-03	7	false	smoothSolver	8.1109724095149681e-03	8.1037055102013103e-04	4	true	smoothSolver	1.3465964631091299e-04	1.1321726535368030e-05	2	true	GAMG	1.5369624555460450e-02	1.3647180021933449e-03	3	true
513                     	smoothSolver	1.4607327164159011e-02	1.2041146203390050e-03	7	4.0548296282763761e-02	3.7657863716114089e-03	7	false	smoothSolver	8.0799459759414091e-03	5.3225139089348335e-04	5	true	smoothSolver	1.1306855250215840e-04	5.7735724824906913e-06	3	true	GAMG	1.5144188542951150e-02	1.3364703354089441e-03	3	true
514                     	smoothSolver	1.4551520233511731e-02	1.2000381387480539e-03	7	4.0314439062195062e-02	3.7546613833773891e-03	7	false	smoothSolver	8.0035595264989368e-03	5.2683248783454519e-04	5	true	smoothSolver	1.1042293664888750e-04	5.5963274090718376e-06	3	true	GAMG	1.4897991957308209e-02	1.3236265105153690e-03	3	true
515                     	smoothSolver	1.4447417284503321e-02	1.1915507688449820e-03	7	4.0073858742281157e-02	3.7418230448657760e-03	7	false	smoothSolver	7.9016068650446213e-03	7.8912028031799010e-04	4	true	smoothSolver	1.0822141677377640e-04	1.0729871878882190e-05	2	true	GAMG	1.4639119145197610e-02	1.3185053696256699e-03	3	true
516                     	smoothSolver	1.4314412297311800e-02	1.1807454894978400e-03	7	3.9884568534692022e-02	3.7297114399826650e-03	7	false	smoothSolver	7.8705755996126090e-03	7.8519846769580523e-04	4	true	smoothSolver	1.0753812697426580e-04	1.0635465182990380e-05	2	true	GAMG	1.4372154608323430e-02	1.3196672243156380e-03	3	true
517                     	smoothSolver	1.4193325468926829e-02	1.1713739778663800e-03	7	3.9774903813511578e-02	3.7210019263316301e-03	7	false	smoothSolver	7.8128867697138931e-03	7.7781484606116768e-04	4	true	smoothSolver	1.0561494413704569e-04	5.4919923681957497e-06	3	true	GAMG	1.4129422074111990e-02	1.3326632771010240e-03	3	true
518                     	smoothSolver	1.4104479972360430e-02	1.1654979678097450e-03	7	3.9708797883255341e-02	3.7115402299688800e-03	7	false	smoothSolver	7.7279241557479672e-03	7.7073501398737792e-04	4	true	smoothSolver	1.0570168203579301e-04	5.4324732646089926e-06	3	true	GAMG	1.3941753145952430e-02	1.3501179976667440e-03	3	true
519                     	smoothSolver	1.4052514070781600e-02	1.1629237897542251e-03	7	3.9617802260929202e-02	3.6985800534093602e-03	7	false	smoothSolver	7.6544156557610231e-03	5.0643927713800918e-04	5	true	smoothSolver	1.0568944596121770e-04	5.3845460963395901e-06	3	true	GAMG	1.3926203833623670e-02	1.3611329294268280e-03	3	true
520                     	smoothSolver	1.4061035860820930e-02	1.1633947212538881e-03	7	3.9532845679746402e-02	3.6850962056084778e-03	7	false	smoothSolver	7.5621039212376206e-03	7.5346443598756075e-04	4	true	smoothSolver	1.0767008947026191e-04	1.0754523334831160e-05	2	true	GAMG	1.4074590831113490e-02	1.3777689434933641e-03	3	true
521                     	smoothSolver	1.4120674329089859e-02	1.1673565032040470e-03	7	3.9484125504696183e-02	3.6719542552367300e-03	7	false	smoothSolver	7.5309474522290403e-03	7.4958201492821507e-04	4	true	smoothSolver	1.0622172700970980e-04	5.4337008693640902e-06	3	true	GAMG	1.4216443944519640e-02	1.3881040551786200e-03	3	true
522                     	smoothSolver	1.4234152420321070e-02	1.1772535478402270e-03	7	3.9505482882182613e-02	3.6671158783476150e-03	7	false	smoothSolver	7.5211818901937929e-03	7.4473922100642682e-04	4	true	smoothSolver	1.1249033006611980e-04	1.0980996455274571e-05	2	true	GAMG	1.4316304620430110e-02	1.3985557071900039e-03	3	true
523                     	smoothSolver	1.4363506599310360e-02	1.1892716100633050e-03	7	3.9589635427530398e-02	3.6705389348290268e-03	7	false	smoothSolver	7.5362095909396786e-03	7.3909444619958274e-04	4	true	smoothSolver	1.1142171932685539e-04	1.1103893941045810e-05	2	true	GAMG	1.4471226295201081e-02	1.4002711590460370e-03	3	true
524                     	smoothSolver	1.4506086778599870e-02	1.2036604523738030e-03	7	3.9783495965350919e-02	3.6932759136709460e-03	7	false	smoothSolver	7.5567923752848046e-03	7.4040033477048672e-04	4	true	smoothSolver	1.1203404086508690e-04	5.6179031642957137e-06	3	true	GAMG	1.4635086629559211e-02	1.3773926311234060e-03	3	true
525                     	smoothSolver	1.4655420738731590e-02	1.2199276178667441e-03	7	4.0103468356087961e-02	3.7273595254615878e-03	7	false	smoothSolver	7.5937805853609789e-03	7.4520697591810262e-04	4	true	smoothSolver	1.1333915722546790e-04	1.1319319449591150e-05	2	true	GAMG	1.4736196778502160e-02	1.3435380599338791e-03	3	true
526                     	smoothSolver	1.4795204372629440e-02	1.2349665544535359e-03	7	4.0434316783960707e-02	3.7641008029269609e-03	7	false	smoothSolver	7.6246679838806834e-03	7.4940674514587012e-04	4	true	smoothSolver	1.1501159765675211e-04	1.1158400422859930e-05	2	true	GAMG	1.4887621370113079e-02	1.3289584465534560e-03	3	true
527                     	smoothSolver	1.4923714431544700e-02	1.2485441459025820e-03	7	4.0741311806193899e-02	3.7991033956781039e-03	7	false	smoothSolver	7.6695885413338039e-03	7.6128657445830895e-04	4	true	smoothSolver	1.1416679743057210e-04	1.1354175483861580e-05	2	true	GAMG	1.5037085493837549e-02	1.3188346586908591e-03	3	true
528                     	smoothSolver	1.5003784685405549e-02	1.2574090075557821e-03	7	4.0997240253845817e-02	3.8313484769143171e-03	7	false	smoothSolver	7.7079663072664589e-03	5.0839172303930829e-04	5	true	smoothSolver	1.1587001999151120e-04	1.1478858466089100e-05	2	true	GAMG	1.5100817753624721e-02	1.2964212174958131e-03	3	true
529                     	smoothSolver	1.5023841767238670e-02	1.2608155866418341e-03	7	4.1199999274742168e-02	3.8592987693870421e-03	7	false	smoothSolver	7.6797124628535168e-03	5.0620472948399882e-04	5	true	smoothSolver	1.1514400260441111e-04	5.6354964167060267e-06	3	true	GAMG	1.5146572523404620e-02	1.2651696691140849e-03	3	true
530                     	smoothSolver	1.4980435931012051e-02	1.2572269857043311e-03	7	4.1370963539585498e-02	3.8834611655775291e-03	7	false	smoothSolver	7.6420488740713902e-03	5.0374060809852555e-04	5	true	smoothSolver	1.1259364765108360e-04	1.1120099083940380e-05	2	true	GAMG	1.5046510909592270e-02	1.2347249788141460e-03	3	true
531                     	smoothSolver	1.4878979361185639e-02	1.2471349347190879e-03	7	4.1485194357236542e-02	3.9009852023636771e-03	7	false	smoothSolver	7.6145889353557506e-03	5.0193861613162104e-04	5	true	smoothSolver	1.0926648453869540e-04	1.0697924451360510e-05	2	true	GAMG	1.4940894685219150e-02	1.2208048799654120e-03	3	true
532                     	smoothSolver	1.4748809319247399e-02	1.2339331245683281e-03	7	4.1596522271539343e-02	3.9127362528659539e-03	7	false	smoothSolver	7.5757309853568561e-03	7.5613341751982761e-04	4	true	smoothSolver	1.0824396011812220e-04	5.4018560050316954e-06	3	true	GAMG	1.4807804626825100e-02	1.2208108738474010e-03	3	true
533                     	smoothSolver	1.4622510242636590e-02	1.2204248222920629e-03	7	4.1726648759807659e-02	3.9224988422240413e-03	7	false	smoothSolver	7.5706277706445524e-03	5.0187807802376354e-04	5	true	smoothSolver	1.0684079406546919e-04	5.3379078222578944e-06	3	true	GAMG	1.4672862243969459e-02	1.2320555089617221e-03	3	true
534                     	smoothSolver	1.4509904577371641e-02	1.2078530558748521e-03	7	4.1876555324742458e-02	3.9282113558681466e-03	7	false	smoothSolver	7.5395741252738966e-03	4.9542989982353852e-04	5	true	smoothSolver	1.0545361748511401e-04	5.2612308707335238e-06	3	true	GAMG	1.4772293042121021e-02	1.2534291296060309e-03	3	true
535                     	smoothSolver	1.4414911239217039e-02	1.1960648664497979e-03	7	4.1961051958810169e-02	3.9236211603616011e-03	7	false	smoothSolver	7.5155918023471994e-03	7.4727367143331434e-04	4	true	smoothSolver	1.0321892447435460e-04	5.2366124751837863e-06	3	true	GAMG	1.4816818573417779e-02	1.2922016579968291e-03	3	true
536                     	smoothSolver	1.4358452429687441e-02	1.1872100396761970e-03	7	4.1969185996578763e-02	3.9102611967362236e-03	7	false	smoothSolver	7.5228688393616143e-03	7.5070005895711142e-04	4	true	smoothSolver	1.0469219153857520e-04	5.2750449488409566e-06	3	true	GAMG	1.4958030698083130e-02	1.3286653215001550e-03	3	true
537                     	smoothSolver	1.4356251159417990e-02	1.1821883060364430e-03	7	4.1910641867229037e-02	3.8906668246556269e-03	7	false	smoothSolver	7.5664452973757930e-03	4.9707913678861699e-04	5	true	smoothSolver	1.0495953189228770e-04	5.4599834223748507e-06	3	true	GAMG	1.5205520863364580e-02	1.3746301346005720e-03	3	true
538                     	smoothSolver	1.4388631579999450e-02	1.1807913448514790e-03	7	4.1834049489534092e-02	3.8710158724778228e-03	7	false	smoothSolver	7.5619317581848752e-03	7.5320940368545758e-04	4	true	smoothSolver	1.0629592866595820e-04	5.6008566749914108e-06	3	true	GAMG	1.5514498734839399e-02	1.4206668534293529e-03	3	true
539                     	smoothSolver	1.4423076820770851e-02	1.1812387236420690e-03	7	4.1746534906030600e-02	3.8516665758914731e-03	7	false	smoothSolver	7.6346005906092716e-03	7.6267138207967869e-04	4	true	smoothSolver	1.0896911989496080e-04	5.7583153493557810e-06	3	true	GAMG	1.5730461958868909e-02	1.4544314967359980e-03	3	true
540                     	smoothSolver	1.4478244354390770e-02	1.1850403810045719e-03	7	4.1672702556078481e-02	3.8381600189997069e-03	7	false	smoothSolver	7.6905424735461709e-03	5.0679583572502455e-04	5	true	smoothSolver	1.0960051284683970e-04	5.6105927295501042e-06	3	true	GAMG	1.5885693040683019e-02	1.4728466506492000e-03	3	true
541                     	smoothSolver	1.4540567231913970e-02	1.1901282182656900e-03	7	4.1623681102255332e-02	3.8327479628061491e-03	7	false	smoothSolver	7.7107168766328352e-03	7.6761846414377677e-04	4	true	smoothSolver	1.1272195803975530e-04	5.7296750742147487e-06	3	true	GAMG	1.6063601322495069e-02	1.4845689967156800e-03	3	true
542                     	smoothSolver	1.4597904082846100e-02	1.1949726920695511e-03	7	4.1599017025771817e-02	3.8322919328277502e-03	7	false	smoothSolver	7.7734735071175584e-03	7.7521590271304385e-04	4	true	smoothSolver	1.1259935159379529e-04	5.8200166018206544e-06	3	true	GAMG	1.6065737100344320e-02	1.4809780885700640e-03	3	true
543                     	smoothSolver	1.4658604811301089e-02	1.2009080486948430e-03	7	4.1540751941791867e-02	3.8309545674691590e-03	7	false	smoothSolver	7.8332494424328096e-03	7.8064973501321664e-04	4	true	smoothSolver	1.1083678879457499e-04	5.6326600198508880e-06	3	true	GAMG	1.6036962222260361e-02	1.4687747941419180e-03	3	true
544                     	smoothSolver	1.4701570364757950e-02	1.2049380315458211e-03	7	4.1446409234719893e-02	3.8272229997645389e-03	7	false	smoothSolver	7.8845478003392241e-03	7.8591373602111001e-04	4	true	smoothSolver	1.1189638797483961e-04	5.6625450424341452e-06	3	true	GAMG	1.5925199668859181e-02	1.4457404040971050e-03	3	true
545                     	smoothSolver	1.4717021435471260e-02	1.2063471484677400e-03	7	4.1303341079177963e-02	3.8222305001116581e-03	7	false	smoothSolver	7.9088866811820174e-03	5.2086615391529190e-04	5	true	smoothSolver	1.1001966158601060e-04	5.5855553005734451e-06	3	true	GAMG	1.5740945174062500e-02	1.4194893151414671e-03	3	true
546                     	smoothSolver	1.4695102779811450e-02	1.2042488977047311e-03	7	4.1089651384706993e-02	3.8144178445189279e-03	7	false	smoothSolver	7.8840563277787386e-03	7.8534636249181047e-04	4	true	smoothSolver	1.1103640312074780e-04	1.0976526325814361e-05	2	true	GAMG	1.5555657245195909e-02	1.4050009751382141e-03	3	true
547                     	smoothSolver	1.4619044880412701e-02	1.1983984812130480e-03	7	4.0825906632938988e-02	3.8018642681595569e-03	7	false	smoothSolver	7.8642305864515590e-03	5.1991733665161485e-04	5	true	smoothSolver	1.0911979324538870e-04	5.5469061635248866e-06	3	true	GAMG	1.5309548031410920e-02	1.3777803753342690e-03	3	true
548                     	smoothSolver	1.4513621042146501e-02	1.1908811529945770e-03	7	4.0580835975722658e-02	3.7861686327572801e-03	7	false	smoothSolver	7.7847464204587437e-03	7.7507598638826487e-04	4	true	smoothSolver	1.0774217081027401e-04	5.4758737678772574e-06	3	true	GAMG	1.5086509121298400e-02	1.3887083300972690e-03	3	true
549                     	smoothSolver	1.4370777815625090e-02	1.1803405696878830e-03	7	4.0386656782890461e-02	3.7713841443504032e-03	7	false	smoothSolver	7.7419096726364187e-03	7.7395055468311880e-04	4	true	smoothSolver	1.0797048825644399e-04	1.0536381606209609e-05	2	true	GAMG	1.4785945695381719e-02	1.3910148225137111e-03	3	true
550                     	smoothSolver	1.4235912208296030e-02	1.1704567388114619e-03	7	4.0236371433800412e-02	3.7588850874228689e-03	7	false	smoothSolver	7.7044150045714917e-03	5.0685077774772634e-04	5	true	smoothSolver	1.0678076426038210e-04	5.3496514608494482e-06	3	true	GAMG	1.4579281136817491e-02	1.3962014595606180e-03	3	true
551                     	smoothSolver	1.4135693338240390e-02	1.1646204263173359e-03	7	4.0120372127940722e-02	3.7464144867181679e-03	7	false	smoothSolver	7.5936308569193251e-03	7.5879499216069261e-04	4	true	smoothSolver	1.0605940924563530e-04	1.0563802786783850e-05	2	true	GAMG	1.4460274977963240e-02	1.4112885567456089e-03	3	true
552                     	smoothSolver	1.4061130859539851e-02	1.1615472921732630e-03	7	3.9969334706229563e-02	3.7296252189078180e-03	7	false	smoothSolver	7.5379535501922598e-03	7.5270766715469502e-04	4	true	smoothSolver	1.0622501630910330e-04	5.3923795066931679e-06	3	true	GAMG	1.4434345445795759e-02	1.4113174292545729e-03	3	true
553                     	smoothSolver	1.4065971432170270e-02	1.1635240738873060e-03	7	3.9841266026665510e-02	3.7141124474850250e-03	7	false	smoothSolver	7.5056016530694863e-03	4.9435093960739553e-04	5	true	smoothSolver	1.0826229221331170e-04	5.5089825781811281e-06	3	true	GAMG	1.4430545038079230e-02	1.4152306717190039e-03	3	true
554                     	smoothSolver	1.4121351150862500e-02	1.1687627781859040e-03	7	3.9771613000915362e-02	3.7019041037895540e-03	7	false	smoothSolver	7.4428632167982296e-03	7.3467382321647234e-04	4	true	smoothSolver	1.1066347309372819e-04	5.5853571820084973e-06	3	true	GAMG	1.4579185730673549e-02	1.4249041235204301e-03	3	true
555                     	smoothSolver	1.4192584303637771e-02	1.1764100272159211e-03	7	3.9780541974888353e-02	3.6967862463143830e-03	7	false	smoothSolver	7.4411963218674430e-03	7.3071191949869983e-04	4	true	smoothSolver	1.1016670371510370e-04	5.5144669360588220e-06	3	true	GAMG	1.4607521057288381e-02	1.4252380463098140e-03	3	true
556                     	smoothSolver	1.4293790366242580e-02	1.1861383554871970e-03	7	3.9859131306215337e-02	3.7025783946571279e-03	7	false	smoothSolver	7.4340766554248788e-03	7.2822682101716647e-04	4	true	smoothSolver	1.1312937860129989e-04	1.0967564272267890e-05	2	true	GAMG	1.4675583614096519e-02	1.4188019990566370e-03	3	true
557                     	smoothSolver	1.4410201582525411e-02	1.1992618926406191e-03	7	4.0042109586304359e-02	3.7257896383858860e-03	7	false	smoothSolver	7.4683378889697540e-03	7.2879139352932155e-04	4	true	smoothSolver	1.1359696460352520e-04	1.1158232664590890e-05	2	true	GAMG	1.4826831064656260e-02	1.3960079215107350e-03	3	true
558                     	smoothSolver	1.4550720795960330e-02	1.2143040727978669e-03	7	4.0341656961124787e-02	3.7602725361216330e-03	7	false	smoothSolver	7.5094839007117361e-03	7.3420594653089114e-04	4	true	smoothSolver	1.1533483231885790e-04	1.1321340184348250e-05	2	true	GAMG	1.4985372636567230e-02	1.3700871513474609e-03	3	true
559                     	smoothSolver	1.4703515221359429e-02	1.2296174971228801e-03	7	4.0656709467729979e-02	3.7982328181443508e-03	7	false	smoothSolver	7.5696718575298519e-03	7.4449231753646622e-04	4	true	smoothSolver	1.1566166727780590e-04	1.1302368680436530e-05	2	true	GAMG	1.5099762584847220e-02	1.3596414892062300e-03	3	true
560                     	smoothSolver	1.4844962496670500e-02	1.2432692725362520e-03	7	4.0965135083909171e-02	3.8350126161507490e-03	7	false	smoothSolver	7.6299419520639766e-03	7.5468640466508472e-04	4	true	smoothSolver	1.1594730035278890e-04	1.1499901493556150e-05	2	true	GAMG	1.5244849884987789e-02	1.3475850955847470e-03	3	true
561                     	smoothSolver	1.4947868313537021e-02	1.2530235375665250e-03	7	4.1233405673132183e-02	3.8687898193504730e-03	7	false	smoothSolver	7.7008392419070232e-03	5.0764191010711323e-04	5	true	smoothSolver	1.1422091210471280e-04	5.7147244038081798e-06	3	true	GAMG	1.5291145515346280e-02	1.3245673187647600e-03	3	true
562                     	smoothSolver	1.4995884941254320e-02	1.2578799678412331e-03	7	4.1465272162971613e-02	3.8993694375855609e-03	7	false	smoothSolver	7.7039436226229753e-03	7.6874266422206450e-04	4	true	smoothSolver	1.1398154124596720e-04	5.6112218042453969e-06	3	true	GAMG	1.5302756425224610e-02	1.2941936003284930e-03	3	true
563                     	smoothSolver	1.4968939276327481e-02	1.2556182864552721e-03	7	4.1647079152776857e-02	3.9243606687522263e-03	7	false	smoothSolver	7.7196073689149106e-03	5.1080191643172713e-04	5	true	smoothSolver	1.1243127688357720e-04	1.0838775880479610e-05	2	true	GAMG	1.5216184684982091e-02	1.2614725333086900e-03	3	true
564                     	smoothSolver	1.4894185016071849e-02	1.2483033671981279e-03	7	4.1769021096179242e-02	3.9420209082676677e-03	7	false	smoothSolver	7.7063494433277369e-03	5.0798381070283043e-04	5	true	smoothSolver	1.0998822372617010e-04	5.4518731922032384e-06	3	true	GAMG	1.5107815052410540e-02	1.2491721976709809e-03	3	true
565                     	smoothSolver	1.4780620068899439e-02	1.2372813043481710e-03	7	4.1910083288230503e-02	3.9542468035794996e-03	7	false	smoothSolver	7.6606582951339007e-03	5.0462125669911673e-04	5	true	smoothSolver	1.0733139273677581e-04	1.0683689191725990e-05	2	true	GAMG	1.4948392261088230e-02	1.2474068387218460e-03	3	true
566                     	smoothSolver	1.4648189941668849e-02	1.2246908220400260e-03	7	4.2063390134548642e-02	3.9634354642170246e-03	7	false	smoothSolver	7.6539414016415699e-03	7.6322445557481047e-04	4	true	smoothSolver	1.1021815368478881e-04	1.0597239405062989e-05	2	true	GAMG	1.4879973524093679e-02	1.2581167922852709e-03	3	true
567                     	smoothSolver	1.4536887205340920e-02	1.2135136791262739e-03	7	4.2215495515128598e-02	3.9679786838291067e-03	7	false	smoothSolver	7.6560981947437377e-03	5.0283334851263829e-04	5	true	smoothSolver	1.1408028343500300e-04	1.0920370129334459e-05	2	true	GAMG	1.4906286394233820e-02	1.2697509187888660e-03	3	true
568                     	smoothSolver	1.4462748725263670e-02	1.2052711024218930e-03	7	4.2301347610957087e-02	3.9629775406396254e-03	7	false	smoothSolver	7.6408700960913121e-03	7.6030279628394842e-04	4	true	smoothSolver	1.0558680920992241e-04	5.6401994207522794e-06	3	true	GAMG	1.5012843570954270e-02	1.3082895406354160e-03	3	true
569                     	smoothSolver	1.4424685545655690e-02	1.1987094890403690e-03	7	4.2317047677461132e-02	3.9501298134069426e-03	7	false	smoothSolver	7.6684551193105608e-03	7.6554608529893077e-04	4	true	smoothSolver	1.0650574946629461e-04	5.6247492124916907e-06	3	true	GAMG	1.5106311284114399e-02	1.3413100177130271e-03	3	true
570                     	smoothSolver	1.4436412547177290e-02	1.1957431120496219e-03	7	4.2261231209315749e-02	3.9300477868212070e-03	7	false	smoothSolver	7.7146242489303518e-03	5.0799614969381673e-04	5	true	smoothSolver	1.0913603382570371e-04	5.7128728241358730e-06	3	true	GAMG	1.5330045245504180e-02	1.3826228992914740e-03	3	true
571                     	smoothSolver	1.4476532758950000e-02	1.1956910265706910e-03	7	4.2174737193625481e-02	3.9090656483176736e-03	7	false	smoothSolver	7.7174287417065106e-03	7.6891753578259118e-04	4	true	smoothSolver	1.0893118450851200e-04	5.8122644890939229e-06	3	true	GAMG	1.5639651690113578e-02	1.4280616821592321e-03	3	true
572                     	smoothSolver	1.4517267330690130e-02	1.1972039309795801e-03	7	4.2069915065300702e-02	3.8889934292018701e-03	7	false	smoothSolver	7.7850602201177026e-03	5.1314915407059457e-04	5	true	smoothSolver	1.1195610207346629e-04	5.9120689264868566e-06	3	true	GAMG	1.5804286309298730e-02	1.4525667654698121e-03	3	true
573                     	smoothSolver	1.4576096269090040e-02	1.2020270576025031e-03	7	4.1975075134681523e-02	3.8745339073974440e-03	7	false	smoothSolver	7.8104420444674427e-03	7.8086887040115544e-04	4	true	smoothSolver	1.1445423693032981e-04	5.9770500492946661e-06	3	true	GAMG	1.5962879617808810e-02	1.4714596265027881e-03	3	true
574                     	smoothSolver	1.4636979872077941e-02	1.2069929222778240e-03	7	4.1910910119107067e-02	3.8674321018720361e-03	7	false	smoothSolver	7.8562412956017583e-03	5.1899021249492150e-04	5	true	smoothSolver	1.1537403525036760e-04	6.0460723974508063e-06	3	true	GAMG	1.5996777430675721e-02	1.4717020632676590e-03	3	true
575                     	smoothSolver	1.4713987138973070e-02	1.2132563596721610e-03	7	4.1883901818489527e-02	3.8680387196894589e-03	7	false	smoothSolver	7.8922567167703031e-03	5.2033755821121895e-04	5	true	smoothSolver	1.1501735902953250e-04	5.8803702133357756e-06	3	true	GAMG	1.6097707857476658e-02	1.4763394942466531e-03	3	true
576                     	smoothSolver	1.4782948919169869e-02	1.2190204558609730e-03	7	4.1831005355231619e-02	3.8679406541842509e-03	7	false	smoothSolver	7.9085142448274137e-03	7.8607213196968059e-04	4	true	smoothSolver	1.1526778949065461e-04	5.9203845059114982e-06	3	true	GAMG	1.6109286432374179e-02	1.4641755642563700e-03	3	true
577                     	smoothSolver	1.4839258627573579e-02	1.2230368109124570e-03	7	4.1742489395353750e-02	3.8651477176829311e-03	7	false	smoothSolver	7.9931170841435473e-03	7.9727584493704715e-04	4	true	smoothSolver	1.1611634005389250e-04	1.1488635370945011e-05	2	true	GAMG	1.5951992347862501e-02	1.4357743193703810e-03	3	true
578                     	smoothSolver	1.4870982909228239e-02	1.2248225294354490e-03	7	4.1584801542459610e-02	3.8594507063040911e-03	7	false	smoothSolver	8.0439232995439917e-03	5.2969947507352524e-04	5	true	smoothSolver	1.1673882603949311e-04	1.1599690021538921e-05	2	true	GAMG	1.5792538834663361e-02	1.4016076988341160e-03	3	true
579                     	smoothSolver	1.4866819789209220e-02	1.2230245137271570e-03	7	4.1380465864157882e-02	3.8512763901406271e-03	7	false	smoothSolver	8.0145933652269758e-03	5.2688324983198628e-04	5	true	smoothSolver	1.1235212194016161e-04	5.9961379176021984e-06	3	true	GAMG	1.5606453698527071e-02	1.3832315626130570e-03	3	true
580                     	smoothSolver	1.4817381723158010e-02	1.2179239781685400e-03	7	4.1157131159061382e-02	3.8407224371687560e-03	7	false	smoothSolver	7.9782389415792316e-03	7.9500400966200902e-04	4	true	smoothSolver	1.1084540910437450e-04	5.7922351442892946e-06	3	true	GAMG	1.5331464684117380e-02	1.3762492419036290e-03	3	true
581                     	smoothSolver	1.4719155539345890e-02	1.2096070351477820e-03	7	4.0914590799692008e-02	3.8235286092773361e-03	7	false	smoothSolver	7.9499561422366367e-03	5.2478774313757706e-04	5	true	smoothSolver	1.1067946678302540e-04	1.1055907655009421e-05	2	true	GAMG	1.4998215287084020e-02	1.3711635718958079e-03	3	true
582                     	smoothSolver	1.4593989082380470e-02	1.2000652531858049e-03	7	4.0709864184693120e-02	3.8051896332856922e-03	7	false	smoothSolver	7.8840872904888115e-03	7.8749484703251760e-04	4	true	smoothSolver	1.0943186528590650e-04	5.5640132554057219e-06	3	true	GAMG	1.4822213113965220e-02	1.3767510961503499e-03	3	true
583                     	smoothSolver	1.4461302043679760e-02	1.1897326651522421e-03	7	4.0574817167030021e-02	3.7914456881383870e-03	7	false	smoothSolver	7.8249205815614127e-03	5.2041205784513617e-04	5	true	smoothSolver	1.0830223615991840e-04	5.5322300805990302e-06	3	true	GAMG	1.4554746329631480e-02	1.3777263575074021e-03	3	true
584                     	smoothSolver	1.4355286142100659e-02	1.1838134517740480e-03	7	4.0446705164764278e-02	3.7775234392897232e-03	7	false	smoothSolver	7.7407809947380030e-03	5.1033314420545700e-04	5	true	smoothSolver	1.0705971784998379e-04	5.4994208093208161e-06	3	true	GAMG	1.4426482735831310e-02	1.3853236871582460e-03	3	true
585                     	smoothSolver	1.4285330512559719e-02	1.1806446651494230e-03	7	4.0314306019166767e-02	3.7615250027622439e-03	7	false	smoothSolver	7.6557099420416046e-03	5.0526717521368883e-04	5	true	smoothSolver	1.0781637792672210e-04	1.0677917212575190e-05	2	true	GAMG	1.4314331354173209e-02	1.3911017017282450e-03	3	true
586                     	smoothSolver	1.4254730062271719e-02	1.1793750923018440e-03	7	4.0172998633698311e-02	3.7445189683911720e-03	7	false	smoothSolver	7.5667585845143950e-03	7.5367450865626378e-04	4	true	smoothSolver	1.0753204946328870e-04	5.5600877657165610e-06	3	true	GAMG	1.4379618610227849e-02	1.3983240208597200e-03	3	true
587                     	smoothSolver	1.4286890559271509e-02	1.1832483262567469e-03	7	4.0085656549104239e-02	3.7306813026525849e-03	7	false	smoothSolver	7.5489018613446191e-03	7.5143140489606025e-04	4	true	smoothSolver	1.1052900029453710e-04	5.6720206926800262e-06	3	true	GAMG	1.4379996914164380e-02	1.3988997675212871e-03	3	true
588                     	smoothSolver	1.4351904030421320e-02	1.1902532016235480e-03	7	4.0066316469714140e-02	3.7228209295413601e-03	7	false	smoothSolver	7.5401937085911950e-03	7.5074849524551688e-04	4	true	smoothSolver	1.1233602129141181e-04	1.1180832501332541e-05	2	true	GAMG	1.4465084459930831e-02	1.4044622184356910e-03	3	true
